query_name,sources,start,end,duration_seconds,http_requests,produced_results,results_count,error
EX1-17-4-26,None,2026-04-17T10:29:34.525445,2026-04-17T12:19:13.242005,1173.8213349999999,,0,0,60
43_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://data.epo.org/linked-data/query']",2026-04-17T10:29:34.525572,2026-04-17T10:29:38.797754,4.272182,4.0,False,0,DEBUG: Server reported client-side error
51_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2026-04-17T10:29:39.799116,2026-04-17T10:29:43.976234,4.177118,4.0,False,0,DEBUG: Server reported client-side error
19_draft_human_metabolome_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T10:29:44.977607,2026-04-17T10:29:49.192804,4.215197,4.0,False,0,DEBUG: Server reported client-side error
29_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://data.allie.dbcls.jp/sparql']",2026-04-17T10:29:50.194177,2026-04-17T10:29:54.465466,4.271289,4.0,False,0,DEBUG: Server reported client-side error
48_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://glyconnect.expasy.org/sparql']",2026-04-17T10:29:55.466888,2026-04-17T10:29:59.656577,4.189689,4.0,False,0,DEBUG: Server reported client-side error
36_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.orthodb.org/sparql']",2026-04-17T10:30:00.657923,2026-04-17T10:30:04.903693,4.24577,6.0,False,0,DEBUG: Server reported client-side error
50_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://www.bgee.org/sparql']",2026-04-17T10:30:05.905218,2026-04-17T10:30:10.213300,4.308082,5.0,False,0,DEBUG: Server reported client-side error
40_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2026-04-17T10:30:11.214826,2026-04-17T10:30:15.550793,4.335967,4.0,False,0,DEBUG: Server reported client-side error
92_uniprot_bioregistry_iri_translation_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://bioregistry.io/sparql']",2026-04-17T10:30:16.552316,2026-04-17T10:30:20.998233,4.445917,4.0,False,0,DEBUG: Server reported client-side error
109_uniprot_transporter_in_liver_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://www.bgee.org/sparql']",2026-04-17T10:30:21.999755,2026-04-17T10:30:26.490664,4.490909,4.0,False,0,DEBUG: Server reported client-side error
45_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://query.wikidata.org/sparql']",2026-04-17T10:30:27.492180,2026-04-17T10:30:31.882174,4.389994,5.0,False,0,DEBUG: Server reported client-side error
53_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.omabrowser.org/sparql']",2026-04-17T10:30:32.883543,2026-04-17T10:30:37.139151,4.255608,5.0,False,0,DEBUG: Server reported client-side error
67_draft_human_metabolome_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2026-04-17T10:30:38.140581,2026-04-17T10:30:42.585072,4.444491,4.0,False,0,DEBUG: Server reported client-side error
42_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://data.epo.org/linked-data/query']",2026-04-17T10:30:43.586411,2026-04-17T10:30:47.937903,4.351492,4.0,False,0,DEBUG: Server reported client-side error
18_ns.rq,"['https://sparql.orthodb.org/sparql', 'https://sparql.nextprot.org']",2026-04-17T10:35:01.203750,2026-04-17T10:35:06.116645,4.912895,42.0,False,0,Unknown SPARQL results content type: text/html
34_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T10:35:07.118022,2026-04-17T10:35:11.264987,4.146965,5.0,False,0,DEBUG: Server reported client-side error
17_ns.rq,"['https://sparql.orthodb.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T10:35:12.266329,2026-04-17T10:35:16.494330,4.228001,6.0,False,0,DEBUG: Server reported client-side error
016_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.uniprot.org/sparql', 'https://sparql.omabrowser.org/sparql']",2026-04-17T10:35:17.495683,2026-04-17T10:35:21.710428,4.214745,6.0,False,0,DEBUG: Server reported client-side error
5_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql']",2026-04-17T10:35:22.711757,2026-04-17T10:42:28.690490,425.978733,10386.0,False,0,terminated
26_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T10:42:29.693121,2026-04-17T10:42:34.267514,4.574393,6.0,False,0,DEBUG: Server reported client-side error
017_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T10:42:35.268890,2026-04-17T10:42:40.296184,5.027294,5.0,False,0,DEBUG: Server reported client-side error
020_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.omabrowser.org/sparql']",2026-04-17T10:42:41.297685,2026-04-17T10:46:05.239460,203.941775,189.0,False,0,Unknown SPARQL results content type: text/html
019_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.omabrowser.org/sparql']",2026-04-17T10:46:06.240868,2026-04-17T10:46:10.743144,4.502276,11.0,False,0,Unknown SPARQL results content type: text/html
6_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T10:46:11.744533,2026-04-17T10:46:16.221141,4.476608,5.0,False,0,DEBUG: Server reported client-side error
19_ns.rq,"['https://sparql.orthodb.org/sparql', 'https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2026-04-17T10:46:17.222539,2026-04-17T10:46:21.657175,4.434636,7.0,False,0,DEBUG: Server reported client-side error
27_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T10:46:22.658606,2026-04-17T10:46:27.192291,4.533685,5.0,False,0,DEBUG: Server reported client-side error
7_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T10:46:28.193669,2026-04-17T10:46:32.795263,4.601594,5.0,False,0,DEBUG: Server reported client-side error
16_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T10:46:33.796670,2026-04-17T10:46:38.285783,4.489113,5.0,False,0,DEBUG: Server reported client-side error
11_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T11:19:12.618009,2026-04-17T11:19:17.333784,4.715775,4.0,False,0,DEBUG: Server reported client-side error
009_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://query.wikidata.org/sparql']",2026-04-17T11:19:18.335284,2026-04-17T11:19:23.408395,5.073111,3.0,False,0,DEBUG: Server-side error encountered
12_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T11:19:24.409780,2026-04-17T11:19:28.957989,4.548209,6.0,False,0,DEBUG: Server reported client-side error
18a_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://idsm.elixir-czech.cz/sparql/endpoint/chebi']",2026-04-17T11:19:29.959367,2026-04-17T11:19:34.608095,4.648728,8.0,False,0,DEBUG: Server reported client-side error
001_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://query.wikidata.org/sparql']",2026-04-17T11:19:35.609443,2026-04-17T11:19:40.339821,4.730378,4.0,False,0,DEBUG: Server-side error encountered
13_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T11:19:41.341193,2026-04-17T11:19:45.850172,4.508979,4.0,False,0,DEBUG: Server reported client-side error
emi#examples011b_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2026-04-17T11:19:46.851567,2026-04-17T11:19:51.461108,4.609541,4.0,False,0,DEBUG: Server-side error encountered
3_ns.rq,"['https://sparql.omabrowser.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T11:19:52.462473,2026-04-17T11:19:57.055839,4.593366,4.0,False,0,DEBUG: Server reported client-side error
emi#examples019b_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2026-04-17T11:19:58.057211,2026-04-17T11:20:02.913717,4.856506,10.0,False,0,DEBUG: Server reported client-side error
emi#examples011a_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2026-04-17T11:20:03.915099,2026-04-17T11:20:08.652333,4.737234,9.0,False,0,DEBUG: Server reported client-side error
006_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://query.wikidata.org/sparql']",2026-04-17T11:20:09.653747,2026-04-17T11:20:14.285280,4.631533,4.0,False,0,DEBUG: Server-side error encountered
018_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.omabrowser.org/sparql']",2026-04-17T11:20:15.286720,2026-04-17T11:23:14.286352,178.999632,97.0,False,0,Node.js v24.15.0
20_search_chemical_names_in_japanese_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://data.allie.dbcls.jp/sparql']",2026-04-17T11:23:15.287783,2026-04-17T11:24:10.980871,55.693088,13.0,False,0,DEBUG: Server reported client-side error
emi#examples019a_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2026-04-17T11:24:11.982274,2026-04-17T11:24:16.797167,4.814893,10.0,False,0,DEBUG: Server reported client-side error
emi#examples021_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2026-04-17T12:16:58.216266,2026-04-17T12:17:03.034414,4.818148,6.0,False,0,DEBUG: Server reported client-side error
027-biosodafrontend_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T12:17:04.035911,2026-04-17T12:17:08.832601,4.79669,5.0,False,0,DEBUG: Server reported client-side error
116_biosodafrontend_rabit_mouse_orthologs_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.omabrowser.org/sparql']",2026-04-17T12:17:09.834002,2026-04-17T12:17:14.518755,4.684753,4.0,False,0,DEBUG: Server reported client-side error
emi#examples013_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2026-04-17T12:17:15.520141,2026-04-17T12:17:20.586508,5.066367,8.0,False,0,DEBUG: Server reported client-side error
118_biosodafrontend_rat_brain_human_cancer_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.omabrowser.org/sparql', 'https://www.bgee.org/sparql']",2026-04-17T12:17:21.587882,2026-04-17T12:17:26.239022,4.65114,6.0,False,0,DEBUG: Server reported client-side error
028-biosodafrontend_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T12:17:27.240405,2026-04-17T12:17:31.612428,4.372023,6.0,False,0,DEBUG: Server reported client-side error
emi#examples015_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2026-04-17T12:17:32.613833,2026-04-17T12:17:37.188078,4.574245,9.0,False,0,DEBUG: Server reported client-side error
emi#examples012_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2026-04-17T12:17:38.189591,2026-04-17T12:17:42.893174,4.703583,8.0,False,0,DEBUG: Server reported client-side error
15-rat-TP53-biosodafrontend_ns.rq,"['https://sparql.omabrowser.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T12:17:43.894599,2026-04-17T12:17:48.138758,4.244159,4.0,False,0,DEBUG: Server reported client-side error
007_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://query.wikidata.org/sparql']",2026-04-17T12:17:49.140114,2026-04-17T12:17:53.862731,4.722617,4.0,False,0,DEBUG: Server-side error encountered
emi#examples018_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2026-04-17T12:17:54.864168,2026-04-17T12:17:59.660269,4.796101,8.0,False,0,DEBUG: Server reported client-side error
