query_name,sources,start,end,duration_seconds,http_requests,produced_results,results_count,error
EX2-19-11-25,None,2025-11-19T11:24:31.038982,2025-11-24T09:05:34.056029,16543.582383999998,,0,0,60
42_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://data.epo.org/linked-data/query']",2025-11-19T11:24:31.039096,2025-11-19T11:24:35.163017,4.123921,4.0,False,0,DEBUG: Server reported client-side error
67_draft_human_metabolome_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2025-11-19T11:24:36.164018,2025-11-19T11:24:40.274022,4.110004,4.0,False,0,DEBUG: Server reported client-side error
109_uniprot_transporter_in_liver_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://www.bgee.org/sparql']",2025-11-19T11:24:41.275097,2025-11-19T11:24:45.425020,4.149923,4.0,False,0,DEBUG: Server reported client-side error
43_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://data.epo.org/linked-data/query']",2025-11-19T11:24:46.426064,2025-11-19T11:24:50.541619,4.115555,5.0,False,0,DEBUG: Server reported client-side error
53_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.omabrowser.org/sparql']",2025-11-19T11:24:51.542485,2025-11-19T11:24:55.657322,4.114837,5.0,False,0,DEBUG: Server reported client-side error
40_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2025-11-19T11:24:56.658328,2025-11-19T11:25:00.747445,4.089117,4.0,False,0,DEBUG: Server reported client-side error
92_uniprot_bioregistry_iri_translation_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://bioregistry.io/sparql']",2025-11-19T11:25:01.748270,2025-11-19T11:25:05.841143,4.092873,4.0,False,0,DEBUG: Server reported client-side error
48_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://glyconnect.expasy.org/sparql']",2025-11-19T11:25:06.842143,2025-11-19T11:25:10.974495,4.132352,4.0,False,0,DEBUG: Server reported client-side error
50_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://www.bgee.org/sparql']",2025-11-19T11:25:11.975491,2025-11-19T11:25:16.073626,4.098135,7.0,False,0,DEBUG: Server reported client-side error
29_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://data.allie.dbcls.jp/sparql']",2025-11-19T11:25:17.074645,2025-11-19T11:25:21.213282,4.138637,4.0,False,0,DEBUG: Server reported client-side error
19_draft_human_metabolome_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-19T11:25:22.214231,2025-11-19T11:25:26.364602,4.150371,5.0,False,0,DEBUG: Server reported client-side error
51_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2025-11-19T11:25:27.365586,2025-11-19T11:25:31.491209,4.125623,4.0,False,0,DEBUG: Server reported client-side error
36_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.orthodb.org/sparql']",2025-11-19T11:25:32.492213,2025-11-19T11:25:36.668901,4.176688,6.0,False,0,DEBUG: Server reported client-side error
45_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://query.wikidata.org/sparql']",2025-11-19T11:25:37.669954,2025-11-19T11:25:41.808333,4.138379,6.0,False,0,DEBUG: Server reported client-side error
019_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.omabrowser.org/sparql']",2025-11-20T10:29:15.208908,2025-11-20T10:44:37.715971,922.507063,50718.0,False,0,fetch failed
19_ns.rq,"['https://sparql.orthodb.org/sparql', 'https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2025-11-20T10:44:38.717029,2025-11-20T10:44:42.967659,4.25063,6.0,False,0,DEBUG: Server reported client-side error
18_ns.rq,"['https://sparql.orthodb.org/sparql', 'https://sparql.nextprot.org']",2025-11-20T10:44:43.968568,2025-11-20T10:44:48.811592,4.843024,40.0,False,0,Unknown SPARQL results content type: text/html
017_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T10:44:49.812586,2025-11-20T10:44:53.922490,4.109904,6.0,False,0,DEBUG: Server reported client-side error
020_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.omabrowser.org/sparql']",2025-11-20T10:44:54.923485,2025-11-20T11:06:20.031397,1285.107912,78456.0,False,0,fetch failed
17_ns.rq,"['https://sparql.orthodb.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T11:06:21.032427,2025-11-20T11:06:25.184248,4.151821,6.0,False,0,DEBUG: Server reported client-side error
26_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T11:06:26.185242,2025-11-20T11:06:30.359847,4.174605,6.0,False,0,DEBUG: Server reported client-side error
5_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql']",2025-11-20T11:06:31.360863,2025-11-20T14:57:20.268672,13848.907809,12006.0,False,0,fetch failed
16_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T14:57:21.269410,2025-11-20T14:57:25.408805,4.139395,6.0,False,0,DEBUG: Server reported client-side error
7_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T14:57:26.409820,2025-11-20T14:57:30.531272,4.121452,6.0,False,0,DEBUG: Server reported client-side error
34_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T14:57:31.532247,2025-11-20T14:57:35.680406,4.148159,7.0,False,0,DEBUG: Server reported client-side error
6_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T14:57:36.681372,2025-11-20T14:57:40.760463,4.079091,5.0,False,0,DEBUG: Server reported client-side error
016_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.uniprot.org/sparql', 'https://sparql.omabrowser.org/sparql']",2025-11-20T14:57:41.761447,2025-11-20T14:57:45.914852,4.153405,5.0,False,0,DEBUG: Server reported client-side error
27_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T14:57:46.915909,2025-11-20T14:57:51.044419,4.12851,7.0,False,0,DEBUG: Server reported client-side error
018_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.omabrowser.org/sparql']",2025-11-20T20:23:12.674702,2025-11-20T20:26:08.080689,175.405987,439.0,False,0,DEBUG: Server reported client-side error
emi#examples019b_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2025-11-20T20:26:09.081674,2025-11-20T20:26:13.454202,4.372528,4.0,False,0,DEBUG: Server-side error encountered
11_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T20:26:14.455193,2025-11-20T20:26:18.693465,4.238272,4.0,False,0,DEBUG: Server reported client-side error
emi#examples019a_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2025-11-20T20:26:19.694469,2025-11-20T20:26:23.781098,4.086629,5.0,False,0,DEBUG: Server-side error encountered
emi#examples011a_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://qlever.cs.uni']",2025-11-20T20:26:24.782127,2025-11-20T20:26:28.891811,4.109684,5.0,False,0,DEBUG: Server-side error encountered
009_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://query.wikidata.org/sparql']",2025-11-20T20:26:29.892680,2025-11-20T20:26:34.006516,4.113836,4.0,False,0,DEBUG: Server-side error encountered
001_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://query.wikidata.org/sparql']",2025-11-20T20:26:35.007517,2025-11-20T20:26:39.204909,4.197392,4.0,False,0,DEBUG: Server-side error encountered
3_ns.rq,"['https://sparql.omabrowser.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T20:26:40.213399,2025-11-20T20:26:44.397087,4.183688,4.0,False,0,DEBUG: Server reported client-side error
18a_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://idsm.elixir-czech.cz/sparql/endpoint/chebi']",2025-11-20T20:26:45.397970,2025-11-20T20:26:49.781284,4.383314,9.0,False,0,DEBUG: Server reported client-side error
006_ns.rq,"['https://biosoda.unil.ch/emi/sparql', 'https://query.wikidata.org/sparql']",2025-11-20T20:26:50.782183,2025-11-20T20:26:54.891004,4.108821,4.0,False,0,DEBUG: Server-side error encountered
13_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T20:26:55.892010,2025-11-20T20:27:00.040336,4.148326,5.0,False,0,DEBUG: Server reported client-side error
20_search_chemical_names_in_japanese_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://data.allie.dbcls.jp/sparql']",2025-11-20T20:27:01.041112,2025-11-20T20:27:29.288287,28.247175,13.0,False,0,DEBUG: Server reported client-side error
12_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2025-11-20T20:27:30.289304,2025-11-20T20:27:34.437482,4.148178,5.0,False,0,DEBUG: Server reported client-side error
