query_name,sources,start,end,duration_seconds,http_requests,produced_results,results_count,error
EX3-17-4-26,None,2026-04-17T12:55:30.820987,2026-04-17T13:42:17.169009,2806.3470939999997,,0,0,60
109_uniprot_transporter_in_liver_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://www.bgee.org/sparql']",2026-04-17T12:55:30.821069,2026-04-17T12:55:35.240828,4.419759,7.0,False,0,DEBUG: Server reported client-side error
19_draft_human_metabolome_ns.rq,"['https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T12:55:36.242098,2026-04-17T12:55:41.082945,4.840847,4.0,False,0,DEBUG: Server reported client-side error
29_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://data.allie.dbcls.jp/sparql']",2026-04-17T12:55:42.084232,2026-04-17T12:55:47.047125,4.962893,4.0,False,0,DEBUG: Server reported client-side error
36_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.orthodb.org/sparql']",2026-04-17T12:55:48.048401,2026-04-17T12:55:52.806917,4.758516,6.0,False,0,DEBUG: Server reported client-side error
40_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2026-04-17T12:55:53.808172,2026-04-17T12:55:58.403169,4.594997,4.0,False,0,DEBUG: Server reported client-side error
42_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://data.epo.org/linked-data/query']",2026-04-17T12:55:59.404450,2026-04-17T12:56:04.052909,4.648459,4.0,False,0,DEBUG: Server reported client-side error
43_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://data.epo.org/linked-data/query']",2026-04-17T12:56:05.054163,2026-04-17T12:56:09.843302,4.789139,5.0,False,0,DEBUG: Server reported client-side error
45_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://query.wikidata.org/sparql']",2026-04-17T12:56:10.844582,2026-04-17T12:56:15.377350,4.532768,5.0,False,0,DEBUG: Server reported client-side error
48_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://glyconnect.expasy.org/sparql']",2026-04-17T12:56:16.378668,2026-04-17T12:56:20.897510,4.518842,6.0,False,0,DEBUG: Server reported client-side error
50_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://www.bgee.org/sparql']",2026-04-17T12:56:21.898816,2026-04-17T12:56:26.437092,4.538276,6.0,False,0,DEBUG: Server reported client-side error
51_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2026-04-17T12:56:27.438385,2026-04-17T12:56:31.814034,4.375649,6.0,False,0,DEBUG: Server reported client-side error
53_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.omabrowser.org/sparql']",2026-04-17T12:56:32.815396,2026-04-17T12:56:37.229870,4.414474,5.0,False,0,DEBUG: Server reported client-side error
67_draft_human_metabolome_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2026-04-17T12:56:38.231144,2026-04-17T12:56:44.768319,6.537175,4.0,False,0,DEBUG: Server reported client-side error
92_uniprot_bioregistry_iri_translation_ns.rq,"['https://sparql.uniprot.org/sparql', 'https://bioregistry.io/sparql']",2026-04-17T12:56:45.769667,2026-04-17T12:56:50.266416,4.496749,4.0,False,0,DEBUG: Server reported client-side error
016_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.uniprot.org/sparql', 'https://sparql.omabrowser.org/sparql']",2026-04-17T12:56:50.266762,2026-04-17T12:56:54.875897,4.609135,6.0,False,0,DEBUG: Server reported client-side error
017_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T12:56:55.877198,2026-04-17T12:57:00.473037,4.595839,6.0,False,0,DEBUG: Server reported client-side error
019_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.omabrowser.org/sparql']",2026-04-17T12:57:01.474371,2026-04-17T13:07:57.720451,656.24608,162.0,False,0,fetch failed
020_ns.rq,"['https://www.bgee.org/sparql', 'https://sparql.omabrowser.org/sparql']",2026-04-17T13:07:58.721755,2026-04-17T13:28:53.487436,1254.765681,52.0,False,0,fetch failed
16_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T13:28:54.488734,2026-04-17T13:28:58.945847,4.457113,6.0,False,0,DEBUG: Server reported client-side error
17_ns.rq,"['https://sparql.orthodb.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T13:28:59.947107,2026-04-17T13:29:04.381765,4.434658,6.0,False,0,DEBUG: Server reported client-side error
18_ns.rq,"['https://sparql.orthodb.org/sparql', 'https://sparql.nextprot.org']",2026-04-17T13:29:05.383049,2026-04-17T13:29:10.517329,5.13428,42.0,False,0,Unknown SPARQL results content type: text/html
19_ns.rq,"['https://sparql.orthodb.org/sparql', 'https://sparql.uniprot.org/sparql', 'https://sparql.rhea-db.org/sparql']",2026-04-17T13:29:11.518681,2026-04-17T13:29:16.154075,4.635394,7.0,False,0,DEBUG: Server reported client-side error
26_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T13:29:17.155365,2026-04-17T13:29:21.682587,4.527222,5.0,False,0,DEBUG: Server reported client-side error
27_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T13:29:22.683954,2026-04-17T13:29:27.327951,4.643997,5.0,False,0,DEBUG: Server reported client-side error
34_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql', 'https://sparql.uniprot.org/sparql']",2026-04-17T13:29:28.329224,2026-04-17T13:29:32.905684,4.57646,5.0,False,0,DEBUG: Server reported client-side error
5_ns.rq,"['https://beta.sparql.swisslipids.org/sparql', 'https://sparql.rhea-db.org/sparql']",2026-04-17T13:29:33.906969,2026-04-17T13:32:07.060824,153.153855,6414.0,False,0,fetch failed
